<NOISE> 1.0	NSN
bah-uân-bīn 1.0	b_T a h_T4 u a nn5 b_T i nn7
bah-ìu-á 1.0	b_T a h_T4 i u3 a2
bah-îu 1.0	b_T a h_T4 i u5
bai 1.0	b_T a i1
bak 1.0	b_T a k_T4
bak-bak-tak-tak 1.0	b_T a k_T4 b_T a k_T4 t a k_T4 t a k_T4
bak-kha-bak-tshíu 1.0	b_T a k_T4 kh a1 b_T a k_T4 tsh i u2
bak-tak 1.0	b_T a k_T4 t a k_T4
bak-tio̍h 1.0	b_T a k_T4 t i er h_T8
bak-tio̍h-îu 1.0	b_T a k_T4 t i er h_T8 i u5
bak-tshuì 1.0	b_T a k_T4 tsh u i3
bak-tshíu 1.0	b_T a k_T4 tsh i u2
bak-tsi̍t-ê-miâ 1.0	b_T a k_T4 ts i t_T8 e5 m i a5
bak-tsuí 1.0	b_T a k_T4 ts u i2
bak-tâm 1.0	b_T a k_T4 t a m_T5
ban 1.0	b_T a nn1
ban-hiann 1.0	b_T a nn1 h i a nn_T1
ban-kiánn 1.0	b_T a nn1 k i a nn_T2
ban-koo 1.0	b_T a nn1 k o1
ban-tsik 1.0	b_T a nn1 ts i k_T4
ban-tsím 1.0	b_T a nn1 ts i m_T2
ban-á 1.0	b_T a nn1 a2
ban-á-kiánn 1.0	b_T a nn1 a2 k i a nn_T2
bang 1.0	b_T a ng1
bang-bang 1.0	b_T a ng1 b_T a ng1
bang-bang-á-hōo 1.0	b_T a ng1 b_T a ng1 a2 h o7
bat 1.0	b_T a t_T4
bat-bô-kàu 1.0	b_T a t_T4 b_T er5 k a u3
bat-huè 1.0	b_T a t_T4 h u e3
bat-jī 1.0	b_T a t_T4 j_T i7
bat-khuànn 1.0	b_T a t_T4 kh u a nn_T3
bat-khuànn-kìnn 1.0	b_T a t_T4 kh u a nn_T3 k i nn_T3
bat-kìnn-tio̍h 1.0	b_T a t_T4 k i nn_T3 t i er h_T8
bat-lâng 1.0	b_T a t_T4 l a ng5
bat-lōo 1.0	b_T a t_T4 l o7
bat-pó 1.0	b_T a t_T4 p er2
bat-sè-sū 1.0	b_T a t_T4 s e3 s u7
bat-sīunn 1.0	b_T a t_T4 s i u nn_T7
bat-sū 1.0	b_T a t_T4 s u7
bat-tah 1.0	b_T a t_T4 t a h_T4
bat-thàu-thàu 1.0	b_T a t_T4 th a u3 th a u3
bat-tio̍h 1.0	b_T a t_T4 t i er h_T8
bat-tsia̍h 1.0	b_T a t_T4 ts i a h_T8
bat-tāi-tsì 1.0	b_T a t_T4 t a i7 ts i3
bau 1.0	b_T a u1
ba̍h 1.0	b_T a h_T8
ba̍h-á 1.0	b_T a h_T8 a2
ba̍k 1.0	b_T a k_T8
ba̍k-ba̍k 1.0	b_T a k_T8 b_T a k_T8
ba̍k-bué 1.0	b_T a k_T8 b_T u e2
ba̍k-bâi 1.0	b_T a k_T8 b_T a i5
ba̍k-bâi-bé 1.0	b_T a k_T8 b_T a i5 b_T e2
ba̍k-bâi-m̂ng 1.0	b_T a k_T8 b_T a i5 ms_T ng5
ba̍k-bâi-thâu 1.0	b_T a k_T8 b_T a i5 th a u5
ba̍k-bâi-ê 1.0	b_T a k_T8 b_T a i5 e5
ba̍k-bé 1.0	b_T a k_T8 b_T e2
ba̍k-ham 1.0	b_T a k_T8 h a m_T1
ba̍k-hiunn 1.0	b_T a k_T8 h i u nn_T1
ba̍k-hue 1.0	b_T a k_T8 h u e1
ba̍k-hué 1.0	b_T a k_T8 h u e2
ba̍k-hî 1.0	b_T a k_T8 h i5
ba̍k-hîn 1.0	b_T a k_T8 h i nn5
ba̍k-hīnn 1.0	b_T a k_T8 h i nn_T7
ba̍k-io̍h 1.0	b_T a k_T8 i er h_T8
ba̍k-io̍h-tsuí 1.0	b_T a k_T8 i er h_T8 ts u i2
ba̍k-kak 1.0	b_T a k_T8 k a k_T4
ba̍k-kang 1.0	b_T a k_T8 k a ng1
ba̍k-khang 1.0	b_T a k_T8 kh a ng1
ba̍k-khoo 1.0	b_T a k_T8 kh o1
ba̍k-kháng 1.0	b_T a k_T8 kh a ng2
ba̍k-kháng-khū 1.0	b_T a k_T8 kh a ng2 kh u7
ba̍k-kháng-tshiah 1.0	b_T a k_T8 kh a ng2 tsh i a h_T4
ba̍k-khú-mih-á 1.0	b_T a k_T8 kh u2 m i h_T4 a2
ba̍k-kia̍h 1.0	b_T a k_T8 k i a h_T8
ba̍k-kia̍h-hīnn 1.0	b_T a k_T8 k i a h_T8 h i nn_T7
ba̍k-kik-tsiá 1.0	b_T a k_T8 k i k_T4 ts i a2
ba̍k-kim 1.0	b_T a k_T8 k i m_T1
ba̍k-kim-kim 1.0	b_T a k_T8 k i m_T1 k i m_T1
ba̍k-kiànn 1.0	b_T a k_T8 k i a nn_T3
ba̍k-kiànn-jîn 1.0	b_T a k_T8 k i a nn_T3 j_T i nn5
ba̍k-kiànn-khing 1.0	b_T a k_T8 k i a nn_T3 kh i ng1
ba̍k-kiànn-tsuâ 1.0	b_T a k_T8 k i a nn_T3 ts u a5
ba̍k-kng 1.0	b_T a k_T8 k ngs_T1
ba̍k-kng-ê-lâng 1.0	b_T a k_T8 k ngs_T1 e5 l a ng5
ba̍k-ko 1.0	b_T a k_T8 k er1
ba̍k-káu-tsiam 1.0	b_T a k_T8 k a u2 ts i a m_T1
ba̍k-kînn 1.0	b_T a k_T8 k i nn_T5
ba̍k-liāu 1.0	b_T a k_T8 l i a u7
ba̍k-lô 1.0	b_T a k_T8 l er5
ba̍k-lāi 1.0	b_T a k_T8 l a i7
ba̍k-lōng-tshīu 1.0	b_T a k_T8 l er ng7 tsh i u7
ba̍k-ni 1.0	b_T a k_T8 n i1
ba̍k-nih 1.0	b_T a k_T8 n i h_T4
ba̍k-nih-kú 1.0	b_T a k_T8 n i h_T4 k u2
ba̍k-nih-á 1.0	b_T a k_T8 n i h_T4 a2
ba̍k-nih-á-kú 1.0	b_T a k_T8 n i h_T4 a2 k u2
ba̍k-nī 1.0	b_T a k_T8 n i7
ba̍k-nī-hue 1.0	b_T a k_T8 n i7 h u e1
ba̍k-o 1.0	b_T a k_T8 er1
ba̍k-pe̍h-tsi̍h-thóo 1.0	b_T a k_T8 p e h_T8 ts i h_T8 th o2
ba̍k-puânn 1.0	b_T a k_T8 p u a nn_T5
ba̍k-sa 1.0	b_T a k_T8 s a1
ba̍k-sa-tōng-bu̍t-hn̂g 1.0	b_T a k_T8 s a1 t er ng7 b_T u t_T8 h ngs_T5
ba̍k-sai 1.0	b_T a k_T8 s a i1
ba̍k-sai-hū 1.0	b_T a k_T8 s a i1 h u7
ba̍k-sat 1.0	b_T a k_T8 s a t_T4
ba̍k-sik 1.0	b_T a k_T8 s i k_T4
ba̍k-si̍t 1.0	b_T a k_T8 s i t_T8
ba̍k-sái 1.0	b_T a k_T8 s a i2
ba̍k-sái-ko 1.0	b_T a k_T8 s a i2 k er1
ba̍k-sái-lâu 1.0	b_T a k_T8 s a i2 l a u5
ba̍k-sái-ooh 1.0	b_T a k_T8 s a i2 o h_T4
ba̍k-sái-sì-lâm-suî 1.0	b_T a k_T8 s a i2 s i3 l a m_T5 s u i5
ba̍k-sái-tsiam 1.0	b_T a k_T8 s a i2 ts i a m_T1
ba̍k-sîn 1.0	b_T a k_T8 s i nn5
ba̍k-sûn 1.0	b_T a k_T8 s u nn5
ba̍k-sā-sī 1.0	b_T a k_T8 s a7 s i7
ba̍k-thuî 1.0	b_T a k_T8 th u i5
ba̍k-thâu 1.0	b_T a k_T8 th a u5
ba̍k-thâu-khá 1.0	b_T a k_T8 th a u5 kh a2
ba̍k-tiong 1.0	b_T a k_T8 t i er ng1
ba̍k-tsa̍t 1.0	b_T a k_T8 ts a t_T8
ba̍k-tsa̍t-ian 1.0	b_T a k_T8 ts a t_T8 i a nn1
ba̍k-tsa̍t-jí 1.0	b_T a k_T8 ts a t_T8 j_T i2
ba̍k-tsa̍t-tsûn 1.0	b_T a k_T8 ts a t_T8 ts u nn5
ba̍k-tsa̍t-á 1.0	b_T a k_T8 ts a t_T8 a2
ba̍k-tshiah 1.0	b_T a k_T8 tsh i a h_T4
ba̍k-tshīunn 1.0	b_T a k_T8 tsh i u nn_T7
ba̍k-tshīunn-sai-hū 1.0	b_T a k_T8 tsh i u nn_T7 s a i1 h u7
ba̍k-tshīunn-tiàm 1.0	b_T a k_T8 tsh i u nn_T7 t i a m_T3
ba̍k-tsiah-m̂ng 1.0	b_T a k_T8 ts i a h_T4 ms_T ng5
ba̍k-tsiam 1.0	b_T a k_T8 ts i a m_T1
ba̍k-tsiap 1.0	b_T a k_T8 ts i a p_T4
ba̍k-tsiu 1.0	b_T a k_T8 ts i u1
ba̍k-tsiu-bui-bui 1.0	b_T a k_T8 ts i u1 b_T u i1 b_T u i1
ba̍k-tsiu-bué 1.0	b_T a k_T8 ts i u1 b_T u e2
ba̍k-tsiu-bé 1.0	b_T a k_T8 ts i u1 b_T e2
ba̍k-tsiu-gîn 1.0	b_T a k_T8 ts i u1 g_T i nn5
ba̍k-tsiu-ham-ham 1.0	b_T a k_T8 ts i u1 h a m_T1 h a m_T1
ba̍k-tsiu-hue 1.0	b_T a k_T8 ts i u1 h u e1
ba̍k-tsiu-hue-hue 1.0	b_T a k_T8 ts i u1 h u e1 h u e1
ba̍k-tsiu-jîn 1.0	b_T a k_T8 ts i u1 j_T i nn5
ba̍k-tsiu-khang 1.0	b_T a k_T8 ts i u1 kh a ng1
ba̍k-tsiu-kheh-kheh 1.0	b_T a k_T8 ts i u1 kh e h_T4 kh e h_T4
ba̍k-tsiu-khoo 1.0	b_T a k_T8 ts i u1 kh o1
ba̍k-tsiu-khuànn-kuân-bô-khuànn-kē 1.0	b_T a k_T8 ts i u1 kh u a nn_T3 k u a nn5 b_T er5 kh u a nn_T3 k e7
ba̍k-tsiu-khū 1.0	b_T a k_T8 ts i u1 kh u7
ba̍k-tsiu-kim 1.0	b_T a k_T8 ts i u1 k i m_T1
ba̍k-tsiu-lāi 1.0	b_T a k_T8 ts i u1 l a i7
ba̍k-tsiu-m̂ng 1.0	b_T a k_T8 ts i u1 ms_T ng5
ba̍k-tsiu-peh-bô-kim 1.0	b_T a k_T8 ts i u1 p e h_T4 b_T er5 k i m_T1
ba̍k-tsiu-peh-khui 1.0	b_T a k_T8 ts i u1 p e h_T4 kh u i1
ba̍k-tsiu-peh-kim 1.0	b_T a k_T8 ts i u1 p e h_T4 k i m_T1
ba̍k-tsiu-phuê 1.0	b_T a k_T8 ts i u1 ph u e5
ba̍k-tsiu-phê 1.0	b_T a k_T8 ts i u1 ph e5
ba̍k-tsiu-pàng-kheh 1.0	b_T a k_T8 ts i u1 p a ng3 kh e h_T4
ba̍k-tsiu-siap 1.0	b_T a k_T8 ts i u1 s i a p_T4
ba̍k-tsiu-sîn 1.0	b_T a k_T8 ts i u1 s i nn5
ba̍k-tsiu-thap-thap 1.0	b_T a k_T8 ts i u1 th a p_T4 th a p_T4
ba̍k-tsiu-thiànn 1.0	b_T a k_T8 ts i u1 th i a nn_T3
ba̍k-tsiu-thuah-thang 1.0	b_T a k_T8 ts i u1 th u a h_T4 th a ng1
ba̍k-tsiu-tiam 1.0	b_T a k_T8 ts i u1 t i a m_T1
ba̍k-tsiu-tshiah 1.0	b_T a k_T8 ts i u1 tsh i a h_T4
ba̍k-tsiu-tsí 1.0	b_T a k_T8 ts i u1 ts i2
ba̍k-tsiu-tsîng 1.0	b_T a k_T8 ts i u1 ts i ng5
ba̍k-tsiu-tūn 1.0	b_T a k_T8 ts i u1 t u nn7
ba̍k-tsiu-âng 1.0	b_T a k_T8 ts i u1 a ng5
ba̍k-tsi̍t-nih 1.0	b_T a k_T8 ts i t_T8 n i h_T4
ba̍k-tsi̍t-nih-á 1.0	b_T a k_T8 ts i t_T8 n i h_T4 a2
ba̍k-tsi̍t-sut 1.0	b_T a k_T8 ts i t_T8 s u t_T4
ba̍k-tsi̍t-ē-nih 1.0	b_T a k_T8 ts i t_T8 e7 n i h_T4
ba̍k-tsuí 1.0	b_T a k_T8 ts u i2
ba̍k-tsuí-kuàn 1.0	b_T a k_T8 ts u i2 k u a nn3
ba̍k-tsìnn 1.0	b_T a k_T8 ts i nn_T3
ba̍k-tsîn 1.0	b_T a k_T8 ts i nn5
ba̍k-tsîng 1.0	b_T a k_T8 ts i ng5
ba̍k-tuē 1.0	b_T a k_T8 t u e7
ba̍k-táu 1.0	b_T a k_T8 t a u2
ba̍k-táu-suànn 1.0	b_T a k_T8 t a u2 s u a nn_T3
ba̍k-táu-tsîn 1.0	b_T a k_T8 t a u2 ts i nn5
ba̍k-tè 1.0	b_T a k_T8 t e3
ba̍k-tē 1.0	b_T a k_T8 t e7
ba̍k-tē-bô 1.0	b_T a k_T8 t e7 b_T er5
ba̍k-u 1.0	b_T a k_T8 u1
ba̍k-âng 1.0	b_T a k_T8 a ng5
ba̍k-è 1.0	b_T a k_T8 e3
ba̍k-îu 1.0	b_T a k_T8 i u5
ba̍k-ôo 1.0	b_T a k_T8 o5
ba̍k-āu 1.0	b_T a k_T8 a u7
ba̍k-ē 1.0	b_T a k_T8 e7
ba̍n 1.0	b_T a nn8
ba̍t 1.0	b_T a t_T8
ba̍t-ba̍t 1.0	b_T a t_T8 b_T a t_T8
ba̍t-ba̍t-ba̍t 1.0	b_T a t_T8 b_T a t_T8 b_T a t_T8
ba̍t-ba̍t-senn 1.0	b_T a t_T8 b_T a t_T8 s e nn_T1
ba̍t-ba̍t-sī 1.0	b_T a t_T8 b_T a t_T8 s i7
ba̍t-hûn 1.0	b_T a t_T8 h u nn5
ba̍t-pâng 1.0	b_T a t_T8 p a ng5
ba̍t-pîn 1.0	b_T a t_T8 p i nn5
ba̍t-sat 1.0	b_T a t_T8 s a t_T4
ba̍t-siám-siám 1.0	b_T a t_T8 s i a m_T2 s i a m_T2
ba̍t-tsa̍t 1.0	b_T a t_T8 ts a t_T8
ba̍t-tsa̍t-ian 1.0	b_T a t_T8 ts a t_T8 i a nn1
ba̍t-tshuì 1.0	b_T a t_T8 tsh u i3
ba̍t-tsia̍t 1.0	b_T a t_T8 ts i a t_T8
ba̍t-tsiuh-tsiuh 1.0	b_T a t_T8 ts i u h_T4 ts i u h_T4
ba̍uh 1.0	b_T a u h_T8
ba̍uh-kang 1.0	b_T a u h_T8 k a ng1
ba̍uh-thâu 1.0	b_T a u h_T8 th a u5
be 1.0	b_T e1
be-be-kiò 1.0	b_T e1 b_T e1 k i er3
beh 1.0	b_T e h_T4
beh-bô 1.0	b_T e h_T4 b_T er5
beh-khàu-bô-ba̍k-sái 1.0	b_T e h_T4 kh a u3 b_T er5 b_T a k_T8 s a i2
beh-khì-tó-uī 1.0	b_T e h_T4 kh i3 t er2 u i7
beh-kâng-á-beh-kâng 1.0	b_T e h_T4 k a ng5 a2 b_T e h_T4 k a ng5
beh-kāng 1.0	b_T e h_T4 k a ng7
beh-lo̍h-hōo 1.0	b_T e h_T4 l er h_T8 h o7
beh-lāi 1.0	b_T e h_T4 l a i7
beh-m̄ 1.0	b_T e h_T4 ms_T7
beh-nî 1.0	b_T e h_T4 n i5
beh-siánn-pōo 1.0	b_T e h_T4 s i a nn_T2 p o7
beh-siánn-tsai 1.0	b_T e h_T4 s i a nn_T2 ts a i1
beh-sí 1.0	b_T e h_T4 s i2
beh-sí-beh-ua̍h 1.0	b_T e h_T4 s i2 b_T e h_T4 u a h_T8
beh-sí-nā-hāinn 1.0	b_T e h_T4 s i2 n a7 h a i nn_T7
beh-sī 1.0	b_T e h_T4 s i7
beh-thái 1.0	b_T e h_T4 th a i2
beh-thái-thó 1.0	b_T e h_T4 th a i2 th er2
beh-thòo 1.0	b_T e h_T4 th o3
beh-tio̍h 1.0	b_T e h_T4 t i er h_T8
beh-ti̍h 1.0	b_T e h_T4 t i h_T8
beh-to̍h 1.0	b_T e h_T4 t er h_T8
beh-tsai 1.0	b_T e h_T4 ts a i1
beh-tshin-tshīunn 1.0	b_T e h_T4 tsh i nn1 tsh i u nn_T7
beh-tsáinn-á 1.0	b_T e h_T4 ts a i nn_T2 a2
beh-tàu 1.0	b_T e h_T4 t a u3
beh-tó-khì 1.0	b_T e h_T4 t er2 kh i3
beh-tó-sinn 1.0	b_T e h_T4 t er2 s i nn_T1
beh-tāi 1.0	b_T e h_T4 t a i7
beh-uá 1.0	b_T e h_T4 u a2
beh-àm 1.0	b_T e h_T4 a m_T3
beh-àm-á 1.0	b_T e h_T4 a m_T3 a2
beh-án-tsuánn 1.0	b_T e h_T4 a nn2 ts u a nn_T2
be̍ 1.0	b_T e8
be̍h 1.0	b_T e h_T8
be̍h-bûn-tong 1.0	b_T e h_T8 b_T u nn5 t er ng1
be̍h-gê 1.0	b_T e h_T8 g_T e5
be̍h-gê-ko 1.0	b_T e h_T8 g_T e5 k er1
be̍h-gê-thn̂g 1.0	b_T e h_T8 g_T e5 th ngs_T5
be̍h-hn̂g 1.0	b_T e h_T8 h ngs_T5
be̍h-hún 1.0	b_T e h_T8 h u nn2
be̍h-hīunn 1.0	b_T e h_T8 h i u nn_T7
be̍h-kak 1.0	b_T e h_T8 k a k_T4
be̍h-liâu-hiong 1.0	b_T e h_T8 l i a u5 h i er ng1
be̍h-lê-ko 1.0	b_T e h_T8 l e5 k er1
be̍h-phoo 1.0	b_T e h_T8 ph o1
be̍h-phìnn 1.0	b_T e h_T8 ph i nn_T3
be̍h-seh 1.0	b_T e h_T8 s e h_T4
be̍h-sok 1.0	b_T e h_T8 s er k_T4
be̍h-suī 1.0	b_T e h_T8 s u i7
be̍h-tshang 1.0	b_T e h_T8 tsh a ng1
be̍h-tshiu 1.0	b_T e h_T8 tsh i u1
be̍h-tshài 1.0	b_T e h_T8 tsh a i3
be̍h-tsiam 1.0	b_T e h_T8 ts i a m_T1
be̍h-tuà 1.0	b_T e h_T8 t u a3
be̍h-á 1.0	b_T e h_T8 a2
be̍h-á-hn̂g 1.0	b_T e h_T8 a2 h ngs_T5
be̍h-á-kó 1.0	b_T e h_T8 a2 k er2
be̍h-á-suī 1.0	b_T e h_T8 a2 s u i7
be̍h-á-tsháu 1.0	b_T e h_T8 a2 tsh a u2
be̍h-á-tsíu 1.0	b_T e h_T8 a2 ts i u2
be̍h-á-tê 1.0	b_T e h_T8 a2 t e5
be̍k 1.0	b_T e k_T8
bi 1.0	b_T i1
bi-bi 1.0	b_T i1 b_T i1
bian 1.0	b_T i a nn1
biang 1.0	b_T i a ng1
biat 1.0	b_T i a t_T4
bia̍t 1.0	b_T i a t_T8
bia̍t-bô 1.0	b_T i a t_T8 b_T er5
bia̍t-bông 1.0	b_T i a t_T8 b_T er ng5
bia̍t-khì 1.0	b_T i a t_T8 kh i3
bia̍t-kok 1.0	b_T i a t_T8 k er k_T4
bia̍t-si 1.0	b_T i a t_T8 s i1
bia̍t-tso̍k 1.0	b_T i a t_T8 ts er k_T8
bia̍t-tsua̍t 1.0	b_T i a t_T8 ts u a t_T8
bia̍t-tsīn 1.0	b_T i a t_T8 ts i nn7
bih 1.0	b_T i h_T4
bih-ba̍t 1.0	b_T i h_T4 b_T a t_T8
bih-bih 1.0	b_T i h_T4 b_T i h_T4
bih-bih-tshih-tshih 1.0	b_T i h_T4 b_T i h_T4 tsh i h_T4 tsh i h_T4
bih-hîng 1.0	b_T i h_T4 h i ng5
bih-hōo 1.0	b_T i h_T4 h o7
bih-khang 1.0	b_T i h_T4 kh a ng1
bih-khì-tiàm 1.0	b_T i h_T4 kh i3 t i a m_T3
bih-khí-lâi 1.0	b_T i h_T4 kh i2 l a i5
bih-ko̍k-kue 1.0	b_T i h_T4 k er k_T8 k u e1
bih-luh 1.0	b_T i h_T4 l u h_T4
bih-luh-tóo 1.0	b_T i h_T4 l u h_T4 t o2
bih-sih 1.0	b_T i h_T4 s i h_T4
bih-sin 1.0	b_T i h_T4 s i nn1
bih-sio-tshuē 1.0	b_T i h_T4 s i er1 tsh u e7
bih-sio-tshē 1.0	b_T i h_T4 s i er1 tsh e7
bih-tshih 1.0	b_T i h_T4 tsh i h_T4
bih-tshuì 1.0	b_T i h_T4 tsh u i3
bih-tī 1.0	b_T i h_T4 t i7
bih-ām 1.0	b_T i h_T4 a m_T7
bih-ńg 1.0	b_T i h_T4 ngs_T2
bik 1.0	b_T i k_T4
bin 1.0	b_T i nn1
bit 1.0	b_T i t_T4
bián 1.0	b_T i a nn2
bián-ba̍k 1.0	b_T i a nn2 b_T a k_T8
bián-huâi 1.0	b_T i a nn2 h u a i5
bián-huì 1.0	b_T i a nn2 h u i3
bián-hî 1.0	b_T i a nn2 h i5
bián-hú-tsn̄g 1.0	b_T i a nn2 h u2 ts ngs_T7
bián-hû 1.0	b_T i a nn2 h u5
bián-iōng 1.0	b_T i a nn2 i er ng7
bián-i̍k 1.0	b_T i a nn2 i k_T8
bián-i̍k-li̍k 1.0	b_T i a nn2 i k_T8 l i k_T8
bián-khì 1.0	b_T i a nn2 kh i3
bián-kiann 1.0	b_T i a nn2 k i a nn_T1
bián-kióng 1.0	b_T i a nn2 k i er ng2
bián-kóng 1.0	b_T i a nn2 k er ng2
bián-kóng-mā-tsai 1.0	b_T i a nn2 k er ng2 m a7 ts a i1
bián-kī 1.0	b_T i a nn2 k i7
bián-luā-kú 1.0	b_T i a nn2 l u a7 k u2
bián-lé 1.0	b_T i a nn2 l e2
bián-lîu 1.0	b_T i a nn2 l i u5
bián-lē 1.0	b_T i a nn2 l e7
bián-lē-lah 1.0	b_T i a nn2 l e7 l a h_T4
bián-phiò 1.0	b_T i a nn2 ph i er3
bián-put-liáu 1.0	b_T i a nn2 p u t_T4 l i a u2
bián-siàu-sīunn 1.0	b_T i a nn2 s i a u3 s i u nn_T7
bián-suè 1.0	b_T i a nn2 s u e3
bián-sè 1.0	b_T i a nn2 s e3
bián-sīunn 1.0	b_T i a nn2 s i u nn_T7
bián-tit 1.0	b_T i a nn2 t i t_T4
bián-tián 1.0	b_T i a nn2 t i a nn2
bián-tiān 1.0	b_T i a nn2 t i a nn7
bián-tshì 1.0	b_T i a nn2 tsh i3
bián-tsik-kuân 1.0	b_T i a nn2 ts i k_T4 k u a nn5
bián-tsit 1.0	b_T i a nn2 ts i t_T4
bián-tsiàn-pâi 1.0	b_T i a nn2 ts i a nn3 p a i5
bián-tsînn 1.0	b_T i a nn2 ts i nn_T5
bián-tsînn-pn̄g 1.0	b_T i a nn2 ts i nn_T5 p ngs_T7
bián-tî 1.0	b_T i a nn2 t i5
bián-tû 1.0	b_T i a nn2 t u5
bián-uì 1.0	b_T i a nn2 u i3
bián-uî-kî-lân 1.0	b_T i a nn2 u i5 k i5 l a nn5
bián-î 1.0	b_T i a nn2 i5
bián-ǹg 1.0	b_T i a nn2 ngs_T3
biáu 1.0	b_T i a u2
biáu-biáu 1.0	b_T i a u2 b_T i a u2
biáu-bông 1.0	b_T i a u2 b_T er ng5
biáu-jiân 1.0	b_T i a u2 j_T i a nn5
biáu-siáu 1.0	b_T i a u2 s i a u2
biáu-sī 1.0	b_T i a u2 s i7
biáu-sī-lâng 1.0	b_T i a u2 s i7 l a ng5
biáu-tsing 1.0	b_T i a u2 ts i ng1
biân 1.0	b_T i a nn5
biân-uán 1.0	b_T i a nn5 u a nn2
biân-îunn 1.0	b_T i a nn5 i u nn_T5
biâu 1.0	b_T i a u5
biâu-huē 1.0	b_T i a u5 h u e7
biâu-li̍k 1.0	b_T i a u5 l i k_T8
biâu-li̍k-kuān 1.0	b_T i a u5 l i k_T8 k u a nn7
biâu-li̍k-tshī 1.0	b_T i a u5 l i k_T8 tsh i7
biâu-phóo 1.0	b_T i a u5 ph o2
biâu-siá 1.0	b_T i a u5 s i a2
biâu-su̍t 1.0	b_T i a u5 s u t_T8
biâu-tiâu 1.0	b_T i a u5 t i a u5
biâu-tso̍k 1.0	b_T i a u5 ts er k_T8
biâu-tsún 1.0	b_T i a u5 ts u nn2
bió 1.0	b_T i er2
bió-tsiam 1.0	b_T i er2 ts i a m_T1
bió-tsing 1.0	b_T i er2 ts i ng1
biô 1.0	b_T i er5
biô-jī 1.0	b_T i er5 j_T i7
biô-siá 1.0	b_T i er5 s i a2
biān 1.0	b_T i a nn7
biān-bo̍k 1.0	b_T i a nn7 b_T er k_T8
biān-hia̍p 1.0	b_T i a nn7 h i a p_T8
biān-huē 1.0	b_T i a nn7 h u e7
biān-lîm 1.0	b_T i a nn7 l i m_T5
biān-tshì 1.0	b_T i a nn7 tsh i3
biān-tshì-ah 1.0	b_T i a nn7 tsh i3 a h_T4
biān-tsik 1.0	b_T i a nn7 ts i k_T4
biān-tsú 1.0	b_T i a nn7 ts u2
biān-tuì 1.0	b_T i a nn7 t u i3
biān-tâm 1.0	b_T i a nn7 t a m_T5
biāu 1.0	b_T i a u7
biāu-hng 1.0	b_T i a u7 h ngs_T1
biāu-huat 1.0	b_T i a u7 h u a t_T4
biāu-io̍h 1.0	b_T i a u7 i er h_T8
biāu-kè 1.0	b_T i a u7 k e3
biō 1.0	b_T i er7
biō-ang-á 1.0	b_T i er7 a ng1 a2
biō-e 1.0	b_T i er7 e1
biō-huē 1.0	b_T i er7 h u e7
biō-kháu 1.0	b_T i er7 kh a u2
biō-kong 1.0	b_T i er7 k er ng1
biō-lāi 1.0	b_T i er7 l a i7
biō-m̂ng 1.0	b_T i er7 ms_T ng5
biō-sī 1.0	b_T i er7 s i7
biō-tiânn 1.0	b_T i er7 t i a nn_T5
biō-tsiok 1.0	b_T i er7 ts i er k_T4
biō-á 1.0	b_T i er7 a2
biō-ú 1.0	b_T i er7 u2
bi̍h 1.0	b_T i h_T8
bi̍h-hiunn 1.0	b_T i h_T8 h i u nn_T1
bi̍h-kha-hiunn 1.0	b_T i h_T8 kh a1 h i u nn_T1
bi̍h-khì 1.0	b_T i h_T8 kh i3
bi̍h-láng 1.0	b_T i h_T8 l a ng2
bi̍h-nn̂g 1.0	b_T i h_T8 n ngs_T5
bi̍h-nâ 1.0	b_T i h_T8 n a5
bi̍h-sìnn 1.0	b_T i h_T8 s i nn_T3
bi̍h-tshio̍h 1.0	b_T i h_T8 tsh i er h_T8
bi̍h-á 1.0	b_T i h_T8 a2
bi̍k 1.0	b_T i k_T8
bi̍k-bûn-tong 1.0	b_T i k_T8 b_T u nn5 t er ng1
bi̍k-ka 1.0	b_T i k_T8 k a1
bi̍k-khè 1.0	b_T i k_T8 kh e3
bi̍k-se-ko 1.0	b_T i k_T8 s e1 k er1
bi̍k-siá 1.0	b_T i k_T8 s i a2
bi̍k-sióng 1.0	b_T i k_T8 s i er ng2
bi̍k-sī 1.0	b_T i k_T8 s i7
bi̍k-sī-lio̍k 1.0	b_T i k_T8 s i7 l i er k_T8
bi̍k-tó 1.0	b_T i k_T8 t er2
bi̍t 1.0	b_T i t_T8
bi̍t-bi̍t 1.0	b_T i t_T8 b_T i t_T8
bi̍t-bé 1.0	b_T i t_T8 b_T e2
bi̍t-bôo 1.0	b_T i t_T8 b_T o5
bi̍t-gua̍t 1.0	b_T i t_T8 g_T u a t_T8
bi̍t-gī 1.0	b_T i t_T8 g_T i7
bi̍t-hong 1.0	b_T i t_T8 h er ng1
bi̍t-huē 1.0	b_T i t_T8 h u e7
bi̍t-i 1.0	b_T i t_T8 i1
bi̍t-iok 1.0	b_T i t_T8 i er k_T4
bi̍t-kam 1.0	b_T i t_T8 k a m_T1
bi̍t-kò 1.0	b_T i t_T8 k er3
bi̍t-la̍h 1.0	b_T i t_T8 l a h_T8
bi̍t-lo̍h-khì 1.0	b_T i t_T8 l er h_T8 kh i3
bi̍t-má 1.0	b_T i t_T8 m a2
bi̍t-phang 1.0	b_T i t_T8 ph a ng1
bi̍t-pâng 1.0	b_T i t_T8 p a ng5
bi̍t-pì 1.0	b_T i t_T8 p i3
